"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"proxy","proxy","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4-22",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"pryr","pryr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.4",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0)","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"pscl","pscl","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5.2",NA,NA,"MASS, datasets, grDevices, graphics, stats, utils",NA,"lattice, MCMCpack, car, lmtest, sandwich, zoo, coda, vcd,
mvtnorm, mgcv",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"psych","psych","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.8.4",NA,"R (>= 2.10)","mnormt,parallel,stats,graphics,grDevices,methods,foreign,lattice,nlme",NA,"GPArotation, lavaan, sem, lme4,Rcsdp, graph, Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"purrr","purrr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.0",NA,"R (>= 3.1)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.5.2"
"purrrlyr","purrrlyr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.0.3",NA,NA,"magrittr (>= 1.5), dplyr (>= 0.4.3), purrr, Rcpp","Rcpp, BH","testthat, covr",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"qap","qap","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1-1",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"qdap","qdap","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.3.0",NA,"R (>= 3.1.0), qdapDictionaries (>= 1.0.2), qdapRegex (>=
0.1.2), qdapTools (>= 1.3.1), RColorBrewer","chron, dplyr (>= 0.3), gdata, gender (>= 0.5.1), ggplot2 (>=
2.1.0), grid, gridExtra, igraph, methods, NLP, openNLP (>=
0.2-1), parallel, plotrix, RCurl, reports, reshape2, scales,
stringdist, tidyr, tm (>= 0.7.2), tools, venneuler, wordcloud,
xlsx, XML",NA,"koRpus, knitr, lda, proxy, stringi, SnowballC, testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"qdapDictionaries","qdapDictionaries","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.7",NA,"R (>= 3.0.0)","methods, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"qdapRegex","qdapRegex","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.7.2",NA,"R (>= 3.1.0)","stringi (>= 0.5-5)",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"qdapTools","qdapTools","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3.3",NA,"R (>= 3.0.0)","chron, data.table (>= 1.9.6), methods, RCurl, XML",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"quadprog","quadprog","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5-5",NA,"R (>= 2.15.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"quanteda","quanteda","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3.4",NA,"R (>= 3.1.0), methods","data.table (>= 1.9.6), extrafont, fastmatch, ggplot2 (>=
2.2.0), ggrepel, lubridate, magrittr, Matrix (>= 1.2), network,
RSpectra, Rcpp (>= 0.12.12), RcppParallel, sna, SnowballC,
spacyr, stopwords, stringi, xml2, yaml","Rcpp, RcppParallel, RcppArmadillo (>= 0.7.600.1.0)","ca, dplyr, DT, e1071, ExPosition, koRpus, lda, lsa, proxy,
purrr, RColorBrewer, rmarkdown, slam, stm, svs, testthat,
text2vec, tibble, tidytext, tm (>= 0.6), topicmodels, xtable,
knitr, igraph",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"quantmod","quantmod","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4-13",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",NA,"DBI,RMySQL,RSQLite,timeSeries,XML,downloader,jsonlite(>= 1.1)",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"QuantPsyc","QuantPsyc","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.5",NA,"boot, MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.5.0"
"quantreg","quantreg","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","5.36",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"questionr","questionr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.6.3",NA,"R (>= 2.10)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, classInt,
htmltools, graphics, stats, utils, labelled (>= 1.0.0)",NA,"memisc, testthat, roxygen2, dplyr, tidyr, janitor, forcats,
knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"qvcalc","qvcalc","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.9-1",NA,NA,NA,NA,"relimp, MASS","psychotools","GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.5.0"
"R.cache","R.cache","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.13.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0), R.utils (>=
2.6.0), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.0"
"R.devices","R.devices","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.16.0",NA,"R (>= 2.14.0)","grDevices, R.methodsS3 (>= 1.7.1), R.oo (>= 1.21.0), R.utils
(>= 2.6.0), base64enc (>= 0.1-2)",NA,"digest (>= 0.6.13), Cairo (>= 1.5-9), R.rsp",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.1"
"R.methodsS3","R.methodsS3","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.7.1",NA,"R (>= 2.13.0)","utils",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.0"
"R.oo","R.oo","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.22.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.7.1)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.0"
"R.rsp","R.rsp","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.42.0",NA,"R (>= 2.14.0)","methods, stats, tools, utils, R.methodsS3 (>= 1.7.1), R.oo (>=
1.21.0), R.utils, R.cache (>= 0.13.0), digest (>= 0.6.13)",NA,"tcltk, ascii (>= 2.1), markdown (>= 0.8), knitr (>= 1.9),
R.devices (>= 2.15.1), base64enc (>= 0.1-3)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.0"
"R.utils","R.utils","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.6.0",NA,"R (>= 2.14.0), R.oo (>= 1.21.0)","methods, utils, tools, R.methodsS3 (>= 1.7.1)",NA,"digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.5.0"
"R6","R6","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.4.0",NA,"R (>= 3.0)",NA,NA,"knitr, microbenchmark, pryr, testthat, ggplot2, scales",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.2"
"randomcoloR","randomcoloR","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.0",NA,NA,"colorspace, stringr, V8, stats, methods, scales, Rtsne,
grDevices, cluster",NA,NA,NA,"CC0",NA,NA,NA,NA,"no","3.5.0"
"randomForest","randomForest","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","4.6-14",NA,"R (>= 3.2.2), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"randtoolbox","randtoolbox","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.17.1",NA,"rngWELL (>= 0.10-1)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"RANN","RANN","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.6",NA,NA,NA,NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.5.0"
"rapidjsonr","rapidjsonr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"rARPACK","rARPACK","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.11-0",NA,NA,"RSpectra",NA,"Matrix (>= 1.1-0)",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"raster","raster","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.6-7",NA,"methods, sp (>= 1.2-0), R (>= 3.0.0)","Rcpp","Rcpp","rgdal (>= 0.9-1), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.5.0"
"rasterVis","rasterVis","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.45",NA,"R (>= 2.14.0), methods, raster (>= 2.0-12), lattice,
latticeExtra","stats, utils, parallel, grid, grDevices, RColorBrewer, hexbin,
sp (>= 1.0-6), zoo, viridisLite",NA,"rgl, ggplot2, colorspace, dichromat",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"rbenchmark","rbenchmark","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.5.0"
"Rcgmin","Rcgmin","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2013-2.21",NA,NA,"numDeriv",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"rcmdcheck","rcmdcheck","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3.2",NA,NA,"callr (>= 2.0.0), cli, crayon, desc (>= 1.2.0), digest,
pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>= 1.1.1),
utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"RColorBrewer","RColorBrewer","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","3.5.0"
"Rcpp","Rcpp","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.0",NA,"R (>= 3.0.0)","methods, utils",NA,"RUnit, inline, rbenchmark, knitr, rmarkdown, pinp, pkgKitten
(>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"RcppArmadillo","RcppArmadillo","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.8.600.0.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","RUnit, Matrix, pkgKitten, reticulate, rmarkdown, knitr, pinp,
slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"RcppCCTZ","RcppCCTZ","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.3",NA,NA,"Rcpp (>= 0.11.0)","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"RcppEigen","RcppEigen","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.3.4.0",NA,"R (>= 2.15.1)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, RUnit, pkgKitten",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"RcppParallel","RcppParallel","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","4.4.1",NA,"R (>= 3.0.2)",NA,"BH (>= 1.60.0-1)","Rcpp, RUnit, knitr, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"RcppRoll","RcppRoll","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.0",NA,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"Rcsdp","Rcsdp","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.55",NA,NA,"methods",NA,NA,"Matrix","CPL-1.0",NA,NA,NA,NA,"yes","3.5.0"
"RCurl","RCurl","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.95-4.11",NA,"R (>= 3.0.0), methods, bitops",NA,NA,"Rcompression, XML",NA,"BSD",NA,NA,NA,NA,"yes","3.5.0"
"rdd","rdd","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.57",NA,"R (>= 2.15.0), sandwich, lmtest, AER, Formula",NA,NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","3.5.0"
"read.dbc","read.dbc","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.5",NA,"R (>= 3.3.0)","foreign",NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"yes","3.5.0"
"readbitmap","readbitmap","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.5",NA,NA,"bmp, jpeg, png, tiff",NA,"pixmap, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"readr","readr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.1",NA,"R (>= 3.0.2)","Rcpp (>= 0.12.0.5), tibble, hms, R6","Rcpp, BH","curl, testthat, knitr, rmarkdown, stringi, covr",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"readstata13","readstata13","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.9.2",NA,NA,"Rcpp (>= 0.11.5)","Rcpp","testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"readxl","readxl","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.0",NA,NA,"cellranger, Rcpp (>= 0.12.12), tibble (>= 1.1)","Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"recipes","recipes","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.3",NA,"R (>= 3.1), dplyr, broom","tibble, stats, ipred, dimRed (>= 0.1.0), lubridate, timeDate,
ddalpha, purrr (>= 0.2.3), rlang (>= 0.1.1), gower, RcppRoll,
tidyselect (>= 0.1.1), magrittr, Matrix, tidyr, pls",NA,"testthat, rpart, kernlab, fastICA, RANN, igraph, knitr,
rsample (>= 0.0.2), ggplot2, rmarkdown, covr",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"RefManageR","RefManageR","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.2.0",NA,"R (>= 3.0)","xml2, jsonlite, utils, plyr, tools, httr, bibtex (>= 0.4.1),
lubridate (>= 1.5.0), stringr, methods",NA,"knitr, testthat",NA,"GPL-2 | GPL-3 | BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"registry","registry","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"rem","rem","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.2.8",NA,"R (>= 2.14.0)","Rcpp, foreach, doParallel","Rcpp","texreg, statnet, ggplot2",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"rematch","rematch","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"rematch2","rematch2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0.1",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"remotes","remotes","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","2.0.2",NA,"R (>= 3.0.0)","methods, utils",NA,"curl, covr, git2r (>= 0.23.0), knitr, mockery, pkgbuild (>=
1.0.1), pingr, rmarkdown, testthat, withr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"reports","reports","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.4",NA,"R (>= 2.15)",NA,NA,"pander, knitr, knitcitations, ProjectTemplate",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"repr","repr","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.15.0",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, base64enc",NA,"methods, highr, Cairo, stringr, testthat","data.table, dplyr, htmlwidgets","GPL-3",NA,NA,NA,NA,"no","3.5.0"
"reprex","reprex","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.0",NA,"R (>= 3.1)","callr (>= 2.0.0), clipr (>= 0.4.0), rlang, rmarkdown, tools,
utils, whisker, withr",NA,"covr, devtools, fortunes, knitr, miniUI, rprojroot,
rstudioapi, shiny, styler, testthat (>= 2.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"reshape","reshape","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.8.7",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"reshape2","reshape2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.4.3",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"reticulate","reticulate","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.9",NA,"R (>= 3.0)","utils, graphics, jsonlite, Rcpp (>= 0.12.7), Matrix","Rcpp","testthat, knitr, callr, rmarkdown",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","3.5.0"
"rex","rex","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1.2",NA,NA,"magrittr, lazyeval",NA,"testthat, knitr, rmarkdown, dplyr, ggplot2, Hmisc, stringr,
rvest, roxygen2, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"rgdal","rgdal","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-3",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","grDevices, graphics, stats, utils","sp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"rgenoud","rgenoud","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","5.8-2.0",NA,"R (>= 2.15), utils",NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"rgeos","rgeos","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3-28",NA,"R (>= 3.3.0)","methods, sp (>= 1.1-0), utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"rgexf","rgexf","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.15.3",NA,"XML, Rook, igraph",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.5.0"
"rgl","rgl","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.99.16",NA,"R (>= 3.2.0)","graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr, jsonlite (>= 0.9.20), shiny, magrittr, crosstalk,
manipulateWidget (>= 0.9.0)",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d,
rstudioapi, magick",NA,"GPL",NA,NA,NA,NA,"yes","3.5.0"
"rio","rio","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.5.10",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.0), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, csvy,
feather, fst, jsonlite, readODS (>= 1.6.4), readr, rmatio, xml2
(>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","3.5.0"
"rJava","rJava","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.9-10",NA,"R (>= 2.5.0), methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"rjson","rjson","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.20",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"RJSONIO","RJSONIO","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-0",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"rlang","rlang","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.3.1",NA,"R (>= 3.1.0)",NA,NA,"crayon, magrittr, methods, pillar, testthat (>= 2.0.0), covr",NA,"GPL-3",NA,NA,NA,NA,"yes","3.5.2"
"rlist","rlist","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4.6.1",NA,"R (>= 2.15)","yaml, jsonlite, XML, data.table",NA,"testthat, stringdist, pipeR",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"RMariaDB","RMariaDB","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0.6",NA,"R (>= 2.8.0)","bit64, DBI (>= 1.0.0), hms, methods, Rcpp (>= 0.12.4)","BH, plogr, Rcpp","DBItest, rprojroot, testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"rmarkdown","rmarkdown","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.11",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.18), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.8), base64enc, jsonlite, mime, tinytex
(>= 0.3), methods, stringr (>= 1.2.0)",NA,"shiny (>= 0.11), tufte, testthat, digest, dygraphs, tibble,
callr (>= 2.0.0)",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"rms","rms","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","5.1-2",NA,"Hmisc (>= 4.1-0), survival (>= 2.40-1), lattice, ggplot2 (>=
2.2), SparseM","methods, quantreg, rpart, nlme (>= 3.1-123), polspline,
multcomp, htmlTable (>= 1.11.0), htmltools",NA,"boot, tcltk, plotly (>= 4.5.6)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"RMySQL","RMySQL","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.10.15",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods",NA,"testthat, curl",NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"rnaturalearth","rnaturalearth","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.1.0",NA,"R (>= 3.1.1)","sp (>= 1.0.15), utils (>= 3.2.3), sf (>= 0.3-4)",NA,"rgdal, knitr (>= 1.12.3), testthat (>= 0.9.1), httr (>=
1.1.0), devtools (>= 1.10.0), rnaturalearthdata (>= 0.1.0),
rnaturalearthhires (>= 0.1.0), raster (>= 2.5-2), rgeos",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"rngWELL","rngWELL","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.10-5",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"robust","robust","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.4-18",NA,"fit.models","graphics, stats, utils, lattice, MASS, robustbase, rrcov",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"robustbase","robustbase","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.93-2",NA,"R (>= 3.1.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"ROCR","ROCR","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.0-7",NA,"gplots, methods",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.5.0"
"RODBC","RODBC","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-15",NA,"R (>= 3.0.0)","stats",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.5.0"
"Rook","Rook","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.1-1",NA,"R (>= 2.13.0)","utils, tools, methods, brew",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.5.0"
"roxygen2","roxygen2","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","6.1.0",NA,"R (>= 3.1)","brew, commonmark, desc, digest, methods, pkgload, purrr, R6
(>= 2.1.2), Rcpp (>= 0.11.0), stringi, stringr (>= 1.0.0),
utils, xml2","Rcpp","covr, devtools, knitr, rmarkdown, testthat (>= 0.8.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.5.0"
"rpart","rpart","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","4.1-13","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.5.1"
"rpart.plot","rpart.plot","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","3.0.2",NA,"R (>= 3.2.0), rpart (>= 4.1-10)",NA,NA,"earth (>= 4.4.6)",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
"RPostgreSQL","RPostgreSQL","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.6-2",NA,"R (>= 2.9.0), methods, DBI (>= 0.3)",NA,NA,NA,NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","3.5.0"
"rprintf","rprintf","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","0.2.1",NA,"R (>= 2.15)","stringi",NA,"testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.5.0"
"rprojroot","rprojroot","/Library/Frameworks/R.framework/Versions/3.5/Resources/library","1.3-2",NA,"R (>= 3.0.0)","backports",NA,"testthat, mockr, knitr, withr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","3.5.0"
